3.950747e-01  4.505527e-01  1.614658e-01  	3.901331e+00  7.889139e+00  4.061011e+00  1.664813e+01  1.003364e+01  4.008331e+00  1.300646e+01  1.451192e+01  -1.439968e+01  -7.115019e+00  -2.141384e+01  0  0  0  1  0  
5.981201e-01  1.576026e-01  1.606955e-01  	9.224959e+00  1.659882e+00  1.354587e+01  6.776903e+00  4.936688e+00  3.964859e+00  1.518001e+01  1.110014e+01  -2.124315e+01  2.301276e+01  2.255064e+00  0  0  0  1  0  
6.045058e-01  1.275763e-01  1.761000e-01  	8.605412e+00  1.960014e+00  1.092396e+01  8.722913e+00  5.479967e+00  3.392644e+00  1.690452e+01  1.170156e+01  -2.058689e+01  1.916640e+01  -7.768229e+00  0  0  0  1  0  
4.252317e-01  4.441131e-01  1.166258e-01  	8.307417e+00  2.647017e+00  1.203409e+01  1.170209e+01  5.077424e+00  1.354761e+01  1.054209e+01  2.410522e+00  -1.138358e+01  2.090199e+01  2.155681e+01  0  0  0  1  0  
4.034243e-01  4.629834e-01  1.352932e-01  	6.057955e+00  6.028590e+00  5.412547e+00  1.610084e+01  8.703987e+00  4.856892e+00  1.420366e+01  1.152083e+01  -1.482360e+01  2.200784e+00  -1.416832e+01  0  0  0  1  0  
4.082043e-01  4.655928e-01  1.230703e-01  	5.516140e+00  6.422528e+00  4.149507e+00  1.597872e+01  1.130033e+01  4.576531e+00  1.378384e+01  1.264828e+01  -1.378823e+01  -2.642821e+00  -1.924917e+01  0  0  0  1  0  
3.997582e-01  4.572161e-01  1.461969e-01  	6.351234e+00  3.757473e+00  1.568407e+01  8.349161e+00  4.457485e+00  7.904688e+00  1.483187e+01  3.576996e+00  -1.561307e+01  2.244864e+01  9.879579e+00  0  0  0  1  0  
4.119002e-01  4.593739e-01  1.297016e-01  	6.055730e+00  6.432562e+00  5.019751e+00  1.743428e+01  9.200193e+00  2.864364e+00  1.541307e+01  1.115331e+01  -1.607696e+01  1.747732e+00  -1.720639e+01  0  0  0  1  0  
5.523431e-01  1.361158e-01  1.721714e-01  	8.400631e+00  5.358729e-01  1.359408e+01  4.685471e+00  4.084716e+00  1.170210e+01  1.127180e+01  3.126911e+00  -1.142232e+01  3.295443e+01  1.896104e+01  0  0  0  1  0  
4.100823e-01  4.625968e-01  1.340909e-01  	5.981134e+00  6.353503e+00  4.703636e+00  1.670267e+01  1.118845e+01  3.328104e+00  1.540602e+01  1.155046e+01  -1.397352e+01  7.769934e-01  -2.204256e+01  0  0  0  1  0  
4.112981e-01  4.560008e-01  1.333985e-01  	6.139506e+00  5.926772e+00  4.723634e+00  1.700229e+01  9.201869e+00  3.672612e+00  1.635080e+01  1.061320e+01  -1.465942e+01  3.385261e+00  -1.862103e+01  0  0  0  1  0  
4.104748e-01  4.629446e-01  1.206146e-01  	5.899196e+00  6.569953e+00  4.252109e+00  1.748771e+01  1.097984e+01  2.053798e+00  1.576919e+01  1.225034e+01  -1.700553e+01  -1.219606e+00  -2.377827e+01  0  0  0  1  0  
4.062285e-01  4.455066e-01  1.662129e-01  	7.223606e+00  3.740608e+00  1.440068e+01  9.290707e+00  4.726846e+00  8.341862e+00  1.407432e+01  4.186646e+00  -1.557906e+01  2.063539e+01  1.433267e+01  0  0  0  1  0  
3.842533e-01  3.885059e-01  2.162221e-01  	3.992603e+00  3.346303e+00  3.706972e+00  9.761742e+00  7.118801e+00  9.260407e+00  7.623351e+00  8.912259e+00  -3.827883e+00  -1.886836e+00  -4.109074e-01  0  0  0  0  1  
2.363103e-01  4.016507e-01  2.907869e-01  	1.820087e+00  5.056617e+00  1.994653e+00  2.554508e+00  5.232676e+00  1.074459e+01  1.308135e+01  8.686279e+00  9.156669e+00  2.640856e+00  1.316591e+00  0  0  0  0  1  
3.933918e-01  2.979714e-01  2.197625e-01  	6.078542e+00  2.653852e+00  6.696723e+00  8.030417e+00  7.710241e+00  8.357207e+00  7.690773e+00  1.071517e+01  -1.312175e+01  2.118567e-01  5.846760e+00  0  0  0  0  1  
2.620771e-01  3.371999e-01  3.634782e-01  	2.935892e+00  4.671323e+00  2.477682e-01  5.836088e+00  6.267122e+00  1.163718e+01  1.054909e+01  8.176779e+00  8.623417e+00  5.934439e+00  -4.015330e+00  0  0  0  0  1  
3.214017e-01  3.455425e-01  2.105219e-01  	2.627368e+00  5.687380e+00  2.896763e+00  7.979327e+00  7.461647e+00  1.056185e+01  1.019292e+01  1.010742e+01  3.020403e+00  1.523132e+00  -4.633474e+00  0  0  0  0  1  
3.652281e-01  3.796127e-01  2.203260e-01  	4.247069e+00  3.607918e+00  5.811031e+00  8.365469e+00  8.181078e+00  8.054501e+00  8.270345e+00  7.599373e+00  -6.427580e+00  6.522208e-01  2.005713e+00  0  0  0  0  1  
4.704546e-01  2.098349e-01  2.796719e-01  	6.848456e+00  3.498885e+00  4.455858e+00  6.608750e+00  9.488674e+00  1.222890e+01  1.245633e+01  1.081405e+01  -9.026662e-01  1.068245e+01  5.087353e-01  0  0  0  0  1  
2.936997e-01  3.268959e-01  3.099081e-01  	4.244058e+00  3.467023e+00  3.744331e+00  9.481908e+00  1.030821e+01  8.728361e+00  8.239203e+00  7.081281e+00  -4.010481e+00  -2.396169e+00  -1.001502e+00  0  0  0  0  1  
2.159752e-01  3.769753e-01  3.659228e-01  	2.468668e+00  5.031461e+00  5.319376e+00  9.226968e+00  1.049827e+01  8.361444e+00  9.868830e+00  7.201206e+00  -2.352288e+00  -7.814938e+00  6.790889e-01  0  0  0  0  1  
3.826725e-01  3.188980e-01  3.348896e-01  	4.805982e+00  5.586120e+00  5.713553e+00  8.453242e+00  9.393306e+00  1.021927e+01  9.341997e+00  6.353991e+00  -2.122548e+00  4.951437e+00  1.527572e+00  0  0  0  0  1  
3.217069e-01  3.780054e-01  2.740953e-01  	4.860381e+00  5.884736e+00  4.669250e+00  7.292940e+00  8.983405e+00  1.060718e+01  9.914082e+00  8.784540e+00  -4.276400e+00  2.740539e+00  1.495232e+00  0  0  0  0  1  
2.950888e-01  3.573826e-01  2.226585e-01  	3.109305e+00  5.734096e+00  3.170945e+00  4.792029e+00  8.687714e+00  1.027954e+01  6.367849e+00  1.482829e+01  -6.113206e+00  -6.599844e+00  2.218547e+00  0  0  0  0  1  
3.384367e-01  2.564016e-01  2.788819e-01  	3.607840e+00  3.441637e+00  4.925529e+00  5.887191e+00  8.377779e+00  1.098306e+01  1.278928e+01  9.497321e+00  2.718151e+00  8.424712e+00  -3.580373e+00  0  0  0  0  1  
3.464048e-01  2.788826e-01  3.687633e-01  	5.788581e+00  4.654010e+00  5.836569e+00  9.358823e+00  9.519637e+00  6.701314e+00  8.290585e+00  1.231495e+01  -1.242974e+01  -3.345454e+00  2.922122e+00  0  0  0  0  1  
4.052164e-01  3.511938e-01  2.487390e-01  	6.064176e+00  3.606721e+00  8.303792e+00  5.138225e+00  7.205323e+00  8.203609e+00  9.447701e+00  1.117940e+01  -1.206981e+01  5.856667e+00  6.766768e+00  0  0  0  0  1  
2.896005e-01  3.046141e-01  3.197251e-01  	6.657962e+00  3.580714e+00  2.601730e+00  1.092144e+01  9.639308e+00  6.872672e+00  5.578941e+00  1.050906e+01  -1.158841e+01  -8.554198e+00  -7.981564e-02  0  0  0  0  1  
4.211593e-01  2.378377e-01  3.123271e-01  	6.620116e+00  3.811113e+00  4.861691e+00  7.737708e+00  1.249864e+01  1.303113e+01  7.343396e+00  4.086245e+00  1.058793e+00  3.086646e+00  3.663806e+00  0  0  0  0  1  
5.005579e-01  1.069302e-01  4.103901e-01  	6.239391e+00  5.702277e+00  7.712318e+00  5.418412e+00  1.231430e+01  1.984634e+01  4.727867e+00  3.073950e+00  2.053467e-01  4.469681e+00  1.554677e+01  1  0  0  0  0  
2.779138e-01  4.903648e-01  2.559282e-01  	6.268215e+00  4.699998e+00  5.060865e+00  1.329135e+01  7.959228e+00  9.336666e+00  9.858318e+00  7.251628e+00  -9.403192e+00  7.687505e+00  -2.366121e+00  0  0  0  0  1  
4.964670e-01  1.216602e-01  4.084181e-01  	6.815171e+00  5.287911e+00  8.884186e+00  4.854926e+00  1.154434e+01  1.880778e+01  5.663729e+00  3.624244e+00  -8.491104e-01  8.441174e+00  1.696591e+01  1  0  0  0  0  
3.600657e-01  3.091653e-01  1.989087e-01  2.842628e+00  3.795480e+00  1.159828e+01  7.608736e+00  6.441267e+00  1.021000e+01  9.002585e+00  1.133715e+01  -1.406978e+01  3.093548e-01  1.055631e+01  0  0  0  0  1  
2.857583e-01  3.280916e-01  2.023881e-01  6.896284e+00  2.159389e+00  7.548183e+00  1.220088e+01  1.104492e+01  9.522372e+00  9.547654e+00  8.668505e+00  -1.381678e+01  -6.332675e-01  8.101789e+00  0  0  0  0  1  
4.772425e-01  1.620823e-01  3.972263e-01  	6.849280e+00  3.575179e+00  7.790275e+00  7.225232e+00  1.366404e+01  1.573542e+01  6.325194e+00  3.824452e+00  -1.256062e+00  8.978711e+00  9.670050e+00  1  0  0  0  0  
3.236561e-01  3.801344e-01  1.881092e-01  5.372544e+00  4.027758e+00  9.605623e+00  6.734518e+00  7.995523e+00  9.748836e+00  1.328154e+01  7.666004e+00  -9.041190e+00  1.360844e+01  4.685802e+00  0  0  0  0  1  
3.467288e-01  4.094264e-01  2.426235e-01  4.002043e+00  5.065596e+00  6.660813e+00  1.225173e+01  1.112768e+01  8.830408e+00  9.092349e+00  1.160062e+01  -1.449629e+01  -3.935114e+00  -4.602249e+00  0  0  0  0  1  
3.912002e-01  4.731537e-01  1.384666e-01  	6.629762e+00  3.676617e+00  1.104291e+01  8.991041e+00  5.259349e+00  9.463483e+00  1.176698e+01  3.239860e+00  -1.116452e+01  1.807883e+01  2.935045e+00  0  0  0  1  0  
3.938434e-01  4.573779e-01  1.224601e-01  	7.065306e+00  4.223460e+00  1.267611e+01  1.028360e+01  5.202002e+00  8.332804e+00  1.338220e+01  5.772064e+00  -1.512745e+01  1.678587e+01  6.933274e+00  0  0  0  1  0  
3.439388e-01  2.907062e-01  2.842892e-01  4.579828e+00  4.233491e+00  7.158173e+00  1.151473e+01  1.144864e+01  1.482792e+01  5.351980e+00  3.642404e+00  -4.238011e+00  7.128884e-01  1.153992e+01  0  0  0  0  1  
3.533883e-01  4.341456e-01  1.537080e-01  4.337225e+00  4.369189e+00  6.617964e+00  9.770341e+00  8.026345e+00  9.159606e+00  1.301326e+01  7.544070e+00  -6.354457e+00  8.173315e+00  1.195650e+00  0  0  0  0  1  
2.753686e-01  4.238869e-01  2.335339e-01  4.397629e+00  4.568662e+00  6.389302e+00  1.161723e+01  9.674344e+00  1.009216e+01  7.980594e+00  1.044477e+01  -1.126289e+01  -4.801089e+00  9.164086e-01  0  0  0  0  1  
3.866545e-01  3.721480e-01  2.181099e-01  6.628100e+00  1.265825e+00  1.145974e+01  4.718910e+00  5.948362e+00  1.576670e+01  8.271295e+00  3.704133e+00  -2.376417e+00  2.568454e+01  2.084445e+01  0  0  0  0  1  
3.253086e-01  4.111745e-01  2.738012e-01  4.117370e+00  4.881440e+00  8.000478e+00  1.144240e+01  9.628839e+00  5.782365e+00  1.156838e+01  1.169959e+01  -1.633073e+01  -1.325465e+00  -5.528100e+00  0  0  0  0  1  
3.852995e-01  4.448718e-01  2.003369e-01  	6.164002e+00  3.836228e+00  8.625817e+00  8.857866e+00  9.793401e+00  1.055481e+01  1.175886e+01  6.142160e+00  -9.905880e+00  1.102859e+01  2.348633e+00  0  0  0  0  1  
3.348478e-01  4.409021e-01  2.143313e-01  5.616795e+00  3.496006e+00  9.769571e+00  1.240718e+01  7.467960e+00  9.812250e+00  1.032286e+01  7.926281e+00  -1.657973e+01  4.512761e+00  8.077151e+00  0  0  0  0  1  
2.811912e-01  2.705149e-01  2.409150e-01  3.850117e+00  2.116951e+00  6.725652e+00  7.556066e+00  5.914774e+00  8.616430e+00  1.120267e+01  1.105941e+01  -1.064438e+01  5.714165e+00  9.590208e+00  0  0  0  0  1  
5.885855e-01  1.889177e-01  1.577902e-01  	8.148922e+00  1.325672e+00  1.142804e+01  5.331309e+00  5.041403e+00  8.217771e+00  1.256257e+01  7.223824e+00  -1.411671e+01  2.588269e+01  1.039876e+01  0  0  0  0  1  
4.381803e-01  4.025764e-01  1.968629e-01  	6.325644e+00  2.288969e+00  9.598216e+00  1.102581e+01  7.994695e+00  1.091995e+01  1.004247e+01  5.647206e+00  -1.194541e+01  9.157652e+00  1.389882e+01  0  0  0  0  1  
2.615288e-01  3.615269e-01  3.277572e-01  4.143881e+00  5.327923e+00  7.312057e+00  1.369917e+01  9.184808e+00  9.570761e+00  8.199186e+00  7.863188e+00  -1.113883e+01  -1.840606e+00  3.744498e+00  0  0  0  0  1  
4.494469e-01  4.308971e-01  1.590982e-01  	7.024271e+00  1.107875e+00  1.391540e+01  8.180321e+00  5.248375e+00  1.141655e+01  5.299421e+00  1.176374e+00  -1.310580e+01  1.642000e+01  2.288132e+01  0  0  0  0  1  
2.474727e-01  4.615159e-01  2.375423e-01  5.570696e+00  3.847434e+00  5.419844e+00  1.158968e+01  1.393632e+01  7.396278e+00  1.260281e+01  1.100913e+01  -8.529912e+00  -4.780549e+00  -8.253538e+00  0  0  0  0  1  
3.640858e-01  3.898409e-01  2.572055e-01  7.198036e+00  1.604189e+00  1.194254e+01  7.452027e+00  4.994362e+00  1.154446e+01  7.587096e+00  4.646992e+00  -1.086478e+01  1.646383e+01  2.310367e+01  0  0  0  0  1  
5.954197e-01  1.505652e-01  1.580895e-01  	8.447251e+00  7.462705e-01  1.367478e+01  5.615539e+00  4.045592e+00  1.023641e+01  1.093832e+01  3.548567e+00  -1.524090e+01  3.001527e+01  1.731681e+01  0  0  0  1  0  
3.442884e-01  3.515216e-01  3.587497e-01  	7.346276e+00  3.510776e+00  6.644630e+00  1.008868e+01  1.414452e+01  1.388071e+01  7.627659e+00  4.771557e+00  -1.132034e+00  6.571262e+00  5.386669e+00  0  0  0  0  1  
2.779097e-01  4.903721e-01  2.559223e-01  	6.268270e+00  4.699742e+00  4.572769e+00  1.392611e+01  7.724453e+00  9.360912e+00  1.166925e+01  5.507228e+00  -7.508088e+00  9.496791e+00  -3.259816e+00  0  0  0  0  1  
2.840512e-01  4.135028e-01  2.674303e-01  	7.138910e+00  4.605134e+00  5.173556e+00  1.143109e+01  1.458227e+01  1.121513e+01  1.026835e+01  7.872236e+00  -4.767141e+00  -8.441399e-02  8.391900e-01  0  0  0  1  0  
